Date,Invoice,Barcode,City, Units Sold , Invoice Total ,Salesperson ID
1-Jan-19,FA90295,HPL4550K17,Paris, 7 , $105 ,S-2705
3-Jan-19,FA63512,GFRT45FRD2,Paris, 8 , $104 ,S-2705
4-Jan-19,FA49572,HG74477GF1,Marseille, 1 , $13 ,S-4823
4-Jan-19,FA60337,HPL4550K17,Valencia, 4 , $60 ,S-7526
6-Jan-19,FA27555,XRG527H52J,Marseille, 3 , $36 ,S-4823
7-Jan-19,FA27817,HPL4550K17,Lyon, 7 , $105 ,S-6290
8-Jan-19,FA58994,XRG527H52J,Toulouse, 3 , $36 ,S-3776
8-Jan-19,FA19469,HPL4550K17,Barcelona, 4 , $60 ,S-8500
9-Jan-19,FA46605,GFRT45FRD2,Antwerp, 2 , $26 ,S-3557
10-Jan-19,FA61602,HPL4550K17,Geneva, 6 , $90 ,S-3274
13-Jan-19,FA63076,GFRT45FRD2,Paris, 2 , $26 ,S-2705
13-Jan-19,FA52971,HG74477GF1,Lyon, 5 , $70 ,S-6290
13-Jan-19,FA37117,HPL4550K17,Zurich, 6 , $90 ,S-7393
16-Jan-19,FA87108,HPL4550K17,Toulouse, 7 , $105 ,S-3776
17-Jan-19,FA54880,HG74477GF1,Berlin, 7 , $98 ,S-4636
19-Jan-19,FA14400,HG74477GF1,Paris, 5 , $70 ,S-2705
19-Jan-19,FA77651,HG74477GF1,Madrid, 1 , $14 ,S-1768
20-Jan-19,FA89599,HPL4550K17,Paris, 7 , $105 ,S-2705
20-Jan-19,FA58454,GFRT45FRD2,Barcelona, 2 , $26 ,S-8500
21-Jan-19,FA82209,HG74477GF1,Geneva, 7 , $98 ,S-3274
22-Jan-19,FA49022,HG74477GF1,Paris, 3 , $42 ,S-2705
22-Jan-19,FA35775,HG74477GF1,Valencia, 1 , $13 ,S-7526
23-Jan-19,FA24847,HPL4550K17,Paris, 7 , $105 ,S-2705
24-Jan-19,FA47944,HG74477GF1,Marseille, 7 , $98 ,S-4823
25-Jan-19,FA28182,GFRT45FRD2,Madrid, 2 , $26 ,S-1768
26-Jan-19,FA69422,HG74477GF1,Marseille, 3 , $42 ,S-4823
26-Jan-19,FA53180,HG74477GF1,Valencia, 3 , $42 ,S-7526
27-Jan-19,FA68002,HPL4550K17,Lyon, 7 , $105 ,S-6290
28-Jan-19,FA53794,HG74477GF1,Barcelona, 3 , $42 ,S-8500
29-Jan-19,FA36699,GFRT45FRD2,Madrid, 5 , $65 ,S-1768
30-Jan-19,FA52141,HG74477GF1,Toulouse, 7 , $98 ,S-3776
1-Feb-19,FA67016,HG74477GF1,Zurich, 3 , $42 ,S-7393
3-Feb-19,FA88753,GFRT45FRD2,Geneva, 4 , $52 ,S-3274
4-Feb-19,FA77981,HPL4550K17,Lyon, 1 , $14 ,S-6290
4-Feb-19,FA61156,GFRT45FRD2,Valencia, 5 , $65 ,S-7526
7-Feb-19,FA99873,HPL4550K17,Toulouse, 8 , $120 ,S-3776
7-Feb-19,FA12408,HG74477GF1,Berlin, 3 , $42 ,S-4636
7-Feb-19,FA29792,GFRT45FRD2,Zurich, 4 , $52 ,S-7393
9-Feb-19,FA21535,HPL4550K17,Paris, 1 , $14 ,S-2705
10-Feb-19,FA58840,XRG527H52J,Barcelona, 7 , $84 ,S-8500
11-Feb-19,FA76159,XRG527H52J,Valencia, 4 , $48 ,S-7526
12-Feb-19,FA49277,HPL4550K17,Paris, 8 , $120 ,S-2705
13-Feb-19,FA98810,XRG527H52J,Madrid, 7 , $84 ,S-1768
14-Feb-19,FA40659,HPL4550K17,Madrid, 7 , $105 ,S-1768
14-Feb-19,FA26304,XRG527H52J,Barcelona, 4 , $48 ,S-8500
16-Feb-19,FA41723,GFRT45FRD2,Barcelona, 8 , $104 ,S-8500
18-Feb-19,FA86532,GFRT45FRD2,Paris, 8 , $104 ,S-2705
20-Feb-19,FA57289,HPL4550K17,Valencia, 7 , $105 ,S-7526
21-Feb-19,FA81459,HPL4550K17,Valencia, 6 , $90 ,S-7526
22-Feb-19,FA48798,GFRT45FRD2,Madrid, 8 , $104 ,S-1768
24-Feb-19,FA26777,HPL4550K17,Paris, 5 , $75 ,S-2705
24-Feb-19,FA52136,GFRT45FRD2,Marseille, 8 , $104 ,S-4823
24-Feb-19,FA12392,HPL4550K17,Barcelona, 6 , $90 ,S-8500
25-Feb-19,FA14482,GFRT45FRD2,Marseille, 4 , $52 ,S-4823
25-Feb-19,FA15286,HPL4550K17,Lyon, 5 , $75 ,S-6290
26-Feb-19,FA74257,GFRT45FRD2,Toulouse, 4 , $52 ,S-3776
28-Feb-19,FA31665,HG74477GF1,Madrid, 7 , $98 ,S-1768
1-Mar-19,FA74072,HG74477GF1,Lyon, 8 , $112 ,S-6290
3-Mar-19,FA27177,HG74477GF1,Valencia, 7 , $98 ,S-7526
4-Mar-19,FA95465,HG74477GF1,Brussels, 8 , $112 ,S-9952
4-Mar-19,FA51864,HG74477GF1,Paris, 8 , $112 ,S-2705
7-Mar-19,FA67851,GFRT45FRD2,Barcelona, 2 , $26 ,S-8500
8-Mar-19,FA89341,GFRT45FRD2,Madrid, 2 , $26 ,S-1768
10-Mar-19,FA89262,XRG527H52J,Antwerp, 1 , $11 ,S-3557
10-Mar-19,FA80642,HG74477GF1,Paris, 8 , $112 ,S-2705
12-Mar-19,FA57022,GFRT45FRD2,Valencia, 6 , $78 ,S-7526
13-Mar-19,FA45370,HPL4550K17,Toulouse, 1 , $14 ,S-3776
15-Mar-19,FA82024,XRG527H52J,Paris, 1 , $11 ,S-2705
16-Mar-19,FA97137,HPL4550K17,Paris, 6 , $90 ,S-2705
17-Mar-19,FA30461,HPL4550K17,Paris, 1 , $14 ,S-2705
17-Mar-19,FA68118,GFRT45FRD2,Barcelona, 6 , $78 ,S-8500
18-Mar-19,FA39060,GFRT45FRD2,Berlin, 4 , $52 ,S-4636
19-Mar-19,FA38576,HG74477GF1,Paris, 8 , $112 ,S-2705
20-Mar-19,FA18169,GFRT45FRD2,Geneva, 4 , $52 ,S-3274
21-Mar-19,FA94909,XRG527H52J,Brussels, 6 , $72 ,S-9952
22-Mar-19,FA62140,HPL4550K17,Marseille, 6 , $90 ,S-4823
22-Mar-19,FA79948,HG74477GF1,Lyon, 8 , $112 ,S-6290
23-Mar-19,FA57907,HPL4550K17,Antwerp, 3 , $45 ,S-3557
23-Mar-19,FA59135,XRG527H52J,Paris, 6 , $72 ,S-2705
25-Mar-19,FA72810,HG74477GF1,Madrid, 1 , $14 ,S-1768
28-Mar-19,FA78342,HPL4550K17,Zurich, 3 , $45 ,S-7393
29-Mar-19,FA81623,HPL4550K17,Paris, 3 , $45 ,S-2705
31-Mar-19,FA48323,GFRT45FRD2,Marseille, 3 , $39 ,S-4823
31-Mar-19,FA40132,HG74477GF1,Valencia, 1 , $13 ,S-7526
1-Apr-19,FA87607,GFRT45FRD2,Toulouse, 3 , $39 ,S-3776
2-Apr-19,FA98558,HPL4550K17,Lyon, 4 , $60 ,S-6290
3-Apr-19,FA19336,HPL4550K17,Berlin, 3 , $45 ,S-4636
4-Apr-19,FA67250,HG74477GF1,Barcelona, 7 , $98 ,S-8500
6-Apr-19,FA28045,HG74477GF1,Madrid, 7 , $98 ,S-1768
7-Apr-19,FA11497,HPL4550K17,Valencia, 8 , $120 ,S-7526
8-Apr-19,FA46308,XRG527H52J,Toulouse, 2 , $24 ,S-3776
8-Apr-19,FA18018,HPL4550K17,Paris, 4 , $60 ,S-2705
8-Apr-19,FA74801,HPL4550K17,Barcelona, 8 , $120 ,S-8500
11-Apr-19,FA93221,HPL4550K17,Paris, 2 , $30 ,S-2705
11-Apr-19,FA92925,XRG527H52J,Paris, 2 , $24 ,S-2705
13-Apr-19,FA64903,GFRT45FRD2,Paris, 7 , $91 ,S-2705
15-Apr-19,FA23394,HPL4550K17,Madrid, 6 , $90 ,S-1768
16-Apr-19,FA24630,XRG527H52J,Geneva, 8 , $96 ,S-3274
17-Apr-19,FA82122,HPL4550K17,Marseille, 2 , $30 ,S-4823
17-Apr-19,FA89553,GFRT45FRD2,Lyon, 7 , $91 ,S-6290
17-Apr-19,FA71173,HG74477GF1,Barcelona, 6 , $84 ,S-8500
17-Apr-19,FA16288,XRG527H52J,Zurich, 8 , $96 ,S-7393
18-Apr-19,FA58358,HPL4550K17,Valencia, 6 , $90 ,S-7526
18-Apr-19,FA22556,HG74477GF1,Madrid, 6 , $84 ,S-1768
19-Apr-19,FA49677,HPL4550K17,Valencia, 8 , $120 ,S-7526
20-Apr-19,FA16105,HG74477GF1,Brussels, 1 , $14 ,S-9952
22-Apr-19,FA79886,HG74477GF1,Paris, 1 , $13 ,S-2705
22-Apr-19,FA84115,HPL4550K17,Marseille, 7 , $105 ,S-4823
22-Apr-19,FA46730,HPL4550K17,Barcelona, 8 , $120 ,S-8500
23-Apr-19,FA87278,GFRT45FRD2,Lyon, 5 , $65 ,S-6290
24-Apr-19,FA99352,HPL4550K17,Antwerp, 1 , $14 ,S-3557
25-Apr-19,FA88575,HPL4550K17,Toulouse, 7 , $105 ,S-3776
26-Apr-19,FA17772,HPL4550K17,Madrid, 8 , $120 ,S-1768
28-Apr-19,FA32148,HPL4550K17,Valencia, 8 , $120 ,S-7526
28-Apr-19,FA89571,GFRT45FRD2,Berlin, 6 , $78 ,S-4636
29-Apr-19,FA11750,HPL4550K17,Toulouse, 6 , $90 ,S-3776
29-Apr-19,FA74466,GFRT45FRD2,Paris, 5 , $65 ,S-2705
30-Apr-19,FA92183,HPL4550K17,Paris, 1 , $14 ,S-2705
30-Apr-19,FA14768,HPL4550K17,Marseille, 6 , $90 ,S-4823
1-May-19,FA70874,GFRT45FRD2,Geneva, 6 , $78 ,S-3274
2-May-19,FA94000,HG74477GF1,Paris, 5 , $70 ,S-2705
4-May-19,FA20725,HG74477GF1,Lyon, 5 , $70 ,S-6290
5-May-19,FA75012,HPL4550K17,Marseille, 5 , $75 ,S-4823
6-May-19,FA10437,HG74477GF1,Barcelona, 1 , $14 ,S-8500
7-May-19,FA70790,GFRT45FRD2,Lyon, 7 , $91 ,S-6290
8-May-19,FA39409,HPL4550K17,Toulouse, 5 , $75 ,S-3776
9-May-19,FA57396,HG74477GF1,Toulouse, 5 , $70 ,S-3776
10-May-19,FA87909,GFRT45FRD2,Paris, 5 , $65 ,S-2705
10-May-19,FA96761,HG74477GF1,Madrid, 1 , $13 ,S-1768
11-May-19,FA35496,XRG527H52J,Valencia, 5 , $60 ,S-7526
12-May-19,FA76680,HPL4550K17,Brussels, 4 , $60 ,S-9952
12-May-19,FA18879,GFRT45FRD2,Nice, 7 , $91 ,S-4631
13-May-19,FA38649,XRG527H52J,Paris, 6 , $72 ,S-2705
13-May-19,FA89139,XRG527H52J,Barcelona, 5 , $60 ,S-8500
15-May-19,FA21712,HG74477GF1,Paris, 5 , $70 ,S-2705
15-May-19,FA32105,XRG527H52J,Lyon, 6 , $72 ,S-6290
16-May-19,FA11791,HG74477GF1,Antwerp, 5 , $70 ,S-3557
16-May-19,FA81279,HPL4550K17,Paris, 4 , $60 ,S-2705
16-May-19,FA65135,GFRT45FRD2,Marseille, 5 , $65 ,S-4823
17-May-19,FA32311,HPL4550K17,Marseille, 8 , $120 ,S-4823
19-May-19,FA31083,HPL4550K17,Lyon, 5 , $75 ,S-6290
21-May-19,FA69472,HG74477GF1,Paris, 5 , $70 ,S-2705
21-May-19,FA98800,HG74477GF1,Toulouse, 8 , $112 ,S-3776
21-May-19,FA90836,HPL4550K17,Nice, 5 , $75 ,S-4631
22-May-19,FA46581,HPL4550K17,Toulouse, 8 , $120 ,S-3776
22-May-19,FA54663,XRG527H52J,Madrid, 3 , $36 ,S-1768
23-May-19,FA38023,GFRT45FRD2,Zurich, 2 , $26 ,S-7393
24-May-19,FA13089,HG74477GF1,Paris, 8 , $112 ,S-2705
24-May-19,FA79527,XRG527H52J,Valencia, 3 , $36 ,S-7526
25-May-19,FA85112,HPL4550K17,Barcelona, 3 , $45 ,S-8500
27-May-19,FA79239,HPL4550K17,Madrid, 3 , $45 ,S-1768
27-May-19,FA56161,GFRT45FRD2,Berlin, 2 , $26 ,S-4636
28-May-19,FA76247,XRG527H52J,Valencia, 3 , $36 ,S-7526
29-May-19,FA93482,HPL4550K17,Madrid, 8 , $120 ,S-1768
30-May-19,FA89581,HPL4550K17,Nice, 2 , $30 ,S-4631
31-May-19,FA11467,HPL4550K17,Valencia, 8 , $120 ,S-7526
1-Jun-19,FA31068,XRG527H52J,Barcelona, 3 , $36 ,S-8500
2-Jun-19,FA40617,HPL4550K17,Barcelona, 7 , $105 ,S-8500
3-Jun-19,FA51824,HPL4550K17,Madrid, 7 , $105 ,S-1768
4-Jun-19,FA73586,HPL4550K17,Marseille, 2 , $30 ,S-4823
5-Jun-19,FA11528,HPL4550K17,Paris, 4 , $60 ,S-2705
6-Jun-19,FA83936,XRG527H52J,Geneva, 1 , $11 ,S-3274
8-Jun-19,FA25033,HPL4550K17,Lyon, 4 , $60 ,S-6290
8-Jun-19,FA45036,XRG527H52J,Zurich, 1 , $11 ,S-7393
9-Jun-19,FA69703,HPL4550K17,Valencia, 3 , $45 ,S-7526
10-Jun-19,FA82365,HPL4550K17,Barcelona, 3 , $45 ,S-8500
12-Jun-19,FA88793,HPL4550K17,Marseille, 7 , $105 ,S-4823
14-Jun-19,FA89739,HPL4550K17,Toulouse, 7 , $105 ,S-3776
14-Jun-19,FA89295,XRG527H52J,Berlin, 2 , $24 ,S-4636
17-Jun-19,FA66921,XRG527H52J,Madrid, 3 , $36 ,S-1768
18-Jun-19,FA34062,XRG527H52J,Geneva, 2 , $24 ,S-3274
19-Jun-19,FA69148,HG74477GF1,Barcelona, 7 , $98 ,S-8500
19-Jun-19,FA75297,XRG527H52J,Valencia, 3 , $36 ,S-7526
22-Jun-19,FA26517,HPL4550K17,Valencia, 7 , $105 ,S-7526
23-Jun-19,FA82758,HG74477GF1,Madrid, 7 , $98 ,S-1768
25-Jun-19,FA84194,HG74477GF1,Lyon, 4 , $56 ,S-6290
26-Jun-19,FA54110,HPL4550K17,Barcelona, 7 , $105 ,S-8500
27-Jun-19,FA92893,GFRT45FRD2,Madrid, 6 , $78 ,S-1768
28-Jun-19,FA30258,GFRT45FRD2,Toulouse, 1 , $13 ,S-3776
29-Jun-19,FA95671,HG74477GF1,Nice, 4 , $56 ,S-4631
29-Jun-19,FA46069,GFRT45FRD2,Valencia, 6 , $78 ,S-7526
29-Jun-19,FA92629,XRG527H52J,Zurich, 3 , $36 ,S-7393
30-Jun-19,FA77126,GFRT45FRD2,Paris, 1 , $12 ,S-2705
2-Jul-19,FA19907,GFRT45FRD2,Barcelona, 1 , $13 ,S-8500
3-Jul-19,FA60511,HPL4550K17,Valencia, 7 , $105 ,S-7526
4-Jul-19,FA25559,GFRT45FRD2,Madrid, 1 , $12 ,S-1768
4-Jul-19,FA76757,XRG527H52J,Berlin, 3 , $36 ,S-4636
5-Jul-19,FA75934,GFRT45FRD2,Madrid, 7 , $91 ,S-1768
7-Jul-19,FA74648,HPL4550K17,Nice, 3 , $45 ,S-4631
9-Jul-19,FA27962,HG74477GF1,Paris, 1 , $14 ,S-2705
9-Jul-19,FA69176,HPL4550K17,Barcelona, 7 , $105 ,S-8500
10-Jul-19,FA60153,GFRT45FRD2,Valencia, 7 , $91 ,S-7526
11-Jul-19,FA83819,GFRT45FRD2,Brussels, 8 , $104 ,S-9952
11-Jul-19,FA88871,HG74477GF1,Lyon, 1 , $13 ,S-6290
12-Jul-19,FA53919,HPL4550K17,Marseille, 3 , $45 ,S-4823
12-Jul-19,FA53358,XRG527H52J,Barcelona, 2 , $24 ,S-8500
15-Jul-19,FA89873,GFRT45FRD2,Paris, 8 , $104 ,S-2705
15-Jul-19,FA92504,HG74477GF1,Marseille, 7 , $98 ,S-4823
15-Jul-19,FA83945,XRG527H52J,Madrid, 2 , $24 ,S-1768
17-Jul-19,FA19388,XRG527H52J,Antwerp, 1 , $11 ,S-3557
18-Jul-19,FA31463,HG74477GF1,Toulouse, 7 , $98 ,S-3776
19-Jul-19,FA83748,HPL4550K17,Geneva, 7 , $105 ,S-3274
20-Jul-19,FA26860,XRG527H52J,Paris, 1 , $11 ,S-2705
22-Jul-19,FA39781,HPL4550K17,Lyon, 6 , $90 ,S-6290
23-Jul-19,FA91930,HPL4550K17,Valencia, 7 , $105 ,S-7526
24-Jul-19,FA25372,HPL4550K17,Madrid, 4 , $60 ,S-1768
24-Jul-19,FA78011,HPL4550K17,Zurich, 7 , $105 ,S-7393
26-Jul-19,FA26095,HPL4550K17,Nice, 6 , $90 ,S-4631
27-Jul-19,FA31229,HPL4550K17,Brussels, 3 , $45 ,S-9952
27-Jul-19,FA27171,HPL4550K17,Barcelona, 7 , $105 ,S-8500
30-Jul-19,FA30932,HPL4550K17,Antwerp, 6 , $90 ,S-3557
30-Jul-19,FA13951,HPL4550K17,Valencia, 4 , $60 ,S-7526
1-Aug-19,FA72153,XRG527H52J,Barcelona, 8 , $96 ,S-8500
2-Aug-19,FA56605,HPL4550K17,Paris, 3 , $45 ,S-2705
3-Aug-19,FA87837,GFRT45FRD2,Brussels, 6 , $78 ,S-9952
3-Aug-19,FA28937,XRG527H52J,Madrid, 8 , $96 ,S-1768
5-Aug-19,FA49331,HPL4550K17,Paris, 6 , $90 ,S-2705
5-Aug-19,FA21604,GFRT45FRD2,Paris, 6 , $78 ,S-2705
